"ResponseId","part.group","EndDate","Duration..in.seconds.","bnt1","bnt2","bnt3","bnt4","time.bnt_Page.Submit","mct.w","mct.w.pro_1","mct.w.pro_2","mct.w.pro_3","mct.w.pro_4","mct.w.pro_5","mct.w.pro_6","mct.w.con_1","mct.w.con_2","mct.w.con_3","mct.w.con_4","mct.w.con_5","mct.w.con_6","mct.d","mct.d.pro_1","mct.d.pro_2","mct.d.pro_3","mct.d.pro_4","mct.d.pro_5","mct.d.pro_6","mct.d.con_1","mct.d.con_2","mct.d.con_3","mct.d.con_4","mct.d.con_5","mct.d.con_6","time.mct_Page.Submit","treat.check","time.sec2_Page.Submit","fq1_1","fq2_1","fq3_1","fq4_1","fq5_1","fq6_1","fq7_1","fq8_1","fq9_1","fq10_1","fq11_1","fq12_1","fq13_1","fq14_1","fq15_1","fq16_1","fq17_1","fq18_1","fq19_1","fq20_1","fq21_1","fq22_1","fq23_1","fq24_1","selfassessment","exp","exp.sp","team","time","source","intu.anal","method","time.refl_Page.Submit","sex","year","edu","emp","CompletionCode","Group"
"R_OBR2XJaiw3MLqYV","other",2017-02-06,1657,30,40,20,50,296.389,1,1,0,0,0,0,0,-1,-1,1,3,1,-1,-1,-1,1,-3,-1,-1,-3,-1,2,2,2,2,1,"360.03","Yes",751.919,0.74,0.35,0.24,0.25,0.73,0.75,0.92,0.07,0.62,0.24,0.26,0.14,0.44,0.26,0.78,0.18,0.38,0.3,0.3,0.23,0.86,0.83,0.63,0.56,"Moderately good","No, I never participated in any forecasting of events","Yes, between six months and two years","Individually","10-30 min","News","Mostly intuition, some analysis","","100.776","Female","1986","Master's degree","    Employed for wages","11512581","Treatment"
"R_OMZEEZRX4aASoFP","mturk",2017-02-07,1632,30,25,20,50,297.903,2,2,3,1,4,1,4,2,3,-2,0,-3,-2,3,4,4,-3,3,4,-1,-3,-1,1,2,0,-1,"268.004","Yes",853.672,0.7,0.79,0.29,0.09,0.75,0.88,0.51,0.2,0.51,0.7,0.13,0.84,0.09,0.55,0.92,0.82,0.93,0.49,0.2,0.21,0.51,0.86,0.92,0.51,"Slightly bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","None","Only intuition","My limited knowledge of such domestic and forgein affairs. An educated guess, using the information I am aware of. Making a calculated guess basically","127.38","Male","1984","High school graduate (high school diploma or equivalent)","    Employed for wages","36433725","Treatment"
"R_OPicDUGB7AkkB5D","mturk",2017-02-07,771,35,25,50,20,25.418,-2,-4,-3,-3,-4,-4,-3,3,-3,2,3,3,-2,2,3,-2,-4,3,3,-1,-3,-2,3,-3,-3,-3,"608.61","",77.52,0.89,0.7,0.14,0.29,0.26,0.87,0.85,0.22,0.24,0.73,0.75,0.29,0.29,0.77,0.27,0.73,0.23,0.66,0.6,0.33,0.73,0.35,0.37,0.67,"Slightly bad","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","News,Social media","Only intuition","I just went with my gut feeling.","22.375","Female","1992","Some college/university but no degree","    Employed for wages","95599756","Control"
"R_PTYtZpvCDifIYhP","mturk",2017-02-06,1830,25,10,35,15,146.458,2,4,4,3,4,4,1,2,1,1,3,2,1,3,3,2,-2,1,2,1,-1,3,-1,1,-2,1,"940.215","",615.946,0.78,0.53,0.27,0.63,0.27,0.7,0.74,0.72,0.12,0.54,0.36,0.57,0.45,0.73,0.53,0.38,0.46,0.56,0.45,0.77,0.55,0.62,0.45,0.58,"Slightly good","No, I never participated in any forecasting of events","None","Individually","10-30 min","None","Mostly intuition, some analysis","No specific method. Used prior knowledge where I had some and tried to predict the probabilities. ","77.58","Male","1981","High school graduate (high school diploma or equivalent)","    Employed for wages","10476278","Control"
"R_PwHPot2h4AwrBzr","mturk",2017-02-06,1090,30,20,20,50,207.88,-3,-4,-3,-4,-4,-4,-3,4,4,2,4,3,3,3,3,3,0,0,2,1,-3,-4,-4,-2,-3,-3,"173.617","Yes",129.678,0.81,0.17,0.17,0.19,0.25,0.6,0.83,0.2,0.06,0.11,0.67,0.3,0.75,0.72,0.9,0.19,0.02,0.86,0.02,0.11,0.69,0.83,0.67,0.83,"Moderately good","No, I never participated in any forecasting of events","None","Individually","10-30 min","News,Online databases / statistics","About evenly intuition and analysis","I Googled some of the topics and read up on their current events. I went with what I felt instinctively would happen in the future.","122.759","Female","1961","Bachelor's degree","    Employed for wages","26209420","Treatment"
"R_QayMDNzuRMxVFFT","mturk",2017-02-07,396,30,50,30,5,25.963,2,2,3,2,2,2,3,3,2,NA,1,3,2,2,3,2,3,2,2,1,3,2,3,2,3,2,"61.696","",65.5,0.87,0.73,0.8,0.72,0.84,0.84,0.8,0.78,0.85,0.69,0.85,0.78,0.9,0.75,0.87,0.82,0.79,0.8,0.82,0.84,0.74,0.83,0.84,0.74,"Extremely good","Yes, I regularly forecast events","None","With one other person","10-30 min","Academic papers,Online databases / statistics","Only intuition","The selection of a method depends on many factors—the context of the forecast, the relevance and availability of historical data, the degree of accuracy desirable, the time period to be forecast, the cost/ benefit (or value) of the forecast to the company, and the time available for making the analysics","138.094","Male","1984","Master's degree","    Self-employed","55863045","Control"
"R_qEYVIsuLRthVxi9","other",2017-02-07,2171,30,25,20,20,579.502,2,-1,2,0,0,1,3,1,-2,-1,-1,1,-2,1,1,1,NA,1,-1,NA,-1,1,1,1,-1,1,"610.18","Yes",816.937,0.2,0.25,0.2,0,0.1,0,0,0.25,0.15,0.8,0.15,1,0.95,0.2,0.9,0.75,0.05,0.65,0,0.2,1,0.8,0,0,"Moderately good","Yes, I sometimes forecast events","Yes, between six months and two years","Individually","10-30 min","None","About evenly intuition and analysis","","64.842","Male","1988","Master's degree","    Employed for wages","95098701","Treatment"
"R_qIAMWpfpW565N3X","other",2017-02-08,1352,30,40,20,4,510.742,-1,-2,-4,-4,4,-4,-1,4,3,-4,4,-4,-4,NA,NA,4,-4,-4,4,-4,-4,-2,-3,-4,-4,-4,"400.772","",299.522,0.69,0.27,0,0,0.16,0.66,0.38,0.72,0.29,0.66,0.13,0.4,0.83,0.61,0.66,0.73,0.16,0.31,0.1,0.18,0.63,0.72,0.11,0.23,"Moderately bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","None","Mostly intuition, some analysis","No","61.219","Female","1992","Bachelor's degree","    A student","14408946","Control"
"R_qKhU3unK8XM3QJj","mturk",2017-02-07,350,25,20,27,12,66.397,2,2,1,2,2,1,1,-1,-1,1,2,-1,1,3,1,0,-1,1,3,1,-1,0,0,0,1,0,"70.527","",63.428,0.83,0.65,0.78,0.62,0.29,0.24,0.81,0.59,0.66,0.34,0.72,0.35,0.37,0.68,0.6,0.41,0.57,0.28,0.65,0.62,0.3,0.44,0.62,0.66,"Neither good nor bad","Yes, I sometimes forecast events","None","Individually","10-30 min","News,Online databases / statistics","Only intuition","I just trust my gut","29.474","Male","23","Some college/university but no degree","    Self-employed","61740155","Control"
"R_qw3C4sEPPLHirL3","mturk",2017-02-06,1022,20,20,10,20,416.252,-2,-2,-2,-2,2,-1,-1,3,2,-1,1,2,2,-3,-4,-4,-4,-4,-4,-4,-3,3,3,3,3,3,"241.885","",181.873,0.4,0.39,0.25,0.75,0.4,0.6,0.41,0.71,0.63,0.36,0.71,0.67,0.67,0.32,0.66,0.7,0.73,0.7,0.71,0.7,0.72,0.65,0.71,0.67,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","None","Only intuition","none","72.404","Female","1949","High school graduate (high school diploma or equivalent)","    Self-employed","16988554","Control"
"R_R95Pw0xe1qaEYsV","mturk",2017-02-06,621,30,40,23,2,195.301,-3,-4,-4,-4,-4,-4,-4,4,-3,4,4,4,NA,-3,-4,-4,-4,-4,-4,-4,3,3,3,3,4,3,"180.873","Yes",133.051,0.33,0.72,0.94,0.58,0.28,0.36,0.96,0.67,0.41,0.67,0.64,0.61,0.19,0.73,0.77,0.77,0.84,0.83,0.6,0.93,0.71,0.74,0.77,0.76,"Slightly good","No, I never participated in any forecasting of events","Yes, more than two years","With more than one other person","10-30 min","None","Only intuition","I based it on what I had read and saw in the news recently.","53.282","Male","1957","Master's degree","    Employed for wages","87258872","Treatment"
"R_revTn4lJKaybcrf","mturk",2017-02-07,1268,32,500,25,25,263.751,2,-3,4,-3,3,2,3,2,-3,-4,-2,-3,-4,3,-2,3,2,-2,2,3,2,-2,2,3,-1,-2,"344.243","",277.596,0.82,0.63,0.29,0.69,0.91,0.63,0.55,0.65,0.85,0.61,0.36,0.25,0.77,0.92,0.65,0.35,0.82,0.34,0.3,0.78,0.24,0.8,0.64,0.25,"Moderately good","Yes, I have tried forecasting events a few times","None","Individually","10-30 min","None","About evenly intuition and analysis","first i learn more information about the certain event. then i make the decision.  ","228.084","Female","1993","Bachelor's degree","    Employed for wages","88494362","Control"
"R_RkP9FNn00qz3XLH","mturk",2017-02-06,588,30,25,20,50,85.404,-1,-3,-3,-2,-2,-1,0,-1,-2,3,4,2,1,-2,3,3,-3,-3,-2,-2,-3,-2,2,2,1,4,"221.34","",151.918,0.9,0.4,0.65,0.75,0.3,0.85,0.1,0.8,0.15,0.4,0.55,0.75,0.45,0.75,0.85,0.25,0.65,0.15,0.05,0.6,0.85,0.97,0.3,0.6,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","News,Peers and friends","Mostly intuition, some analysis","I had a little bit of knowledge about most of the events asked about, so I more or less went with my intuition. I think I tended to put higher or lower numbers near the events I had more knowledge about.","70.304","Female","1986","Master's degree","    A homemaker","30317953","Control"
"R_RwZ30my2EC9e33H","other",2017-02-07,1075,30,25,24,20,213.436,2,-2,3,-1,3,2,3,-3,1,-4,1,-1,-4,2,3,3,-2,1,3,-4,-4,-1,1,-1,-4,1,"323.774","",417.92,0.1,0.8,0.05,0.09,0.83,0.11,0.86,0.86,0.56,0.22,0.5,0.71,0.27,0.06,0.77,0.81,0.7,0.08,0.68,0.83,1,0.33,0.22,0.32,"Slightly good","No, I never participated in any forecasting of events","None","Individually","10-30 min","None","Mostly intuition, some analysis","","62.343","Male","1993","Bachelor's degree","    A student","49344074","Control"
"R_SBmhjqo4HG3kHU5","mturk",2017-02-06,12030,30,25,20,50,2955.457,2,-1,2,-1,0,1,3,1,2,-2,4,1,-4,2,3,2,2,-4,-2,-4,-2,-2,-1,0,-3,-2,"5741.798","",1525.748,0.05,0.4,0.2,0.3,0.5,0.3,0.2,0.1,0.4,0.2,0.1,0.31,0.8,0.2,0.4,0.7,0.2,0.5,0.6,0.2,0.8,0.9,0.3,0.4,"Slightly good","Yes, I sometimes forecast events","None","Individually","30 min to 1 hour","News,Reports of non-government organizations,Reports of governments and/or international organizations,Peers and friends","Mostly analysis, some intuition","I quite familiar with international politics, as it is kind of my hobby.
Some of the questions were quite simple for me, as I had read about them recently.
But some questions required to search some details. Firstly in news, then in some organizations reports to make picture somewhat easier to forecast.
Based on my idea of current political situation in the world and new data, I had figured out foecasts","755.619","Male","1983","Master's degree","    Employed for wages","67853812","Control"
"R_SPFEM3mAUoAfrS9","other",2017-02-09,36988,30,25,20,8,5378.391,-2,-4,-2,1,-2,1,2,-1,2,-1,4,-1,-1,2,1,-1,-1,1,1,-1,-2,-1,1,1,-2,-1,"276.942","",452.747,0.6,0.4,0.1,0.1,0.3,0.3,0.6,0.8,0.3,0.6,0.51,0.7,0.4,0.3,0.6,0.8,0.1,0.02,0.41,0.5,0.6,0.9,0.3,0.4,"Neither good nor bad","No, I never participated in any forecasting of events","Yes, between six months and two years","Individually","10-30 min","News","Mostly analysis, some intuition","","94.795","Female","1991","Master's degree","    A student","1576401","Control"
"R_tLge0Ez5kq1Jv3P","uni",2017-02-11,9838,30,25,23.33,50,6979.95,-2,-1,1,-3,0,-1,1,-1,2,-3,4,-1,-3,2,1,1,-2,1,1,-1,-4,-4,-2,-2,-4,-3,"845.444","",1160.609,0.3,0.1,0.15,0.1,0.2,0.3,0.6,0.6,0.3,0.1,0.15,0.6,0.7,0.1,0.25,0.36,0.6,0.25,0.1,0.3,0.7,0.61,0.2,0.3,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","News","Mostly intuition, some analysis","","77.223","Male","1991","Bachelor's degree","    A student","41325684","Control"
"R_ufCVHBP6LaGYIi5","other",2017-02-11,89137,30,25,20,50,46.165,2,-1,2,-1,1,1,4,2,-2,-2,2,-3,-4,2,2,2,-2,-3,2,-3,-2,-2,-2,-3,-3,-1,"363.564","",412.355,0.67,0.28,0.3,0.78,0.22,0.32,0.72,0.65,0.88,0.36,0.28,0.28,0.64,0.08,0.24,0.25,0.68,0.59,0.61,0.32,0.71,0.73,0.33,0.31,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","News","Mostly intuition, some analysis","","55.702","Male","1997","High school graduate (high school diploma or equivalent)","    A student","92112915","Control"
"R_ukoSggmalnTfXRT","mturk",2017-02-07,529,30,20,20,15,98.316,2,2,2,1,-1,2,2,1,1,-1,-2,1,-3,3,4,4,-1,3,4,4,-3,-3,-3,2,-3,-4,"178.587","",130.611,0.81,0.72,0.4,0.39,0.6,0.82,0.61,0.51,0.51,0.4,0.51,0.3,0.14,0.61,0.39,0.81,0.8,0.51,0.29,0.81,0.51,0.82,0.61,0.19,"Slightly good","Yes, I have tried forecasting events a few times","None","Individually","10-30 min","None","Only intuition","I didn't know about many of them, but some of them I compared with recent events and the likelihood that similar events would continue or progress.","77.178","Female","1987","Bachelor's degree","    A homemaker","88857517","Control"
"R_UMxA2tdqe9UziOB","mturk",2017-02-06,871,30,25,23,50,160.681,2,0,4,3,2,1,2,-3,-2,-4,0,-2,-3,3,4,4,0,2,3,2,-3,-1,-3,-2,-4,-3,"566.759","Yes",93.252,0.24,0.84,0.35,0.21,0.18,0.71,0.77,0.36,0.26,0.37,0.28,0.85,0.81,0.9,0.7,0.55,0.67,0.24,0.54,0.69,0.87,0.98,0.27,0.36,"Slightly good","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","None","Only intuition","I just went with what I thought was right and made sense.","25.307","Female","1991","Bachelor's degree","    Employed for wages","73732736","Treatment"
"R_vOWfxNa7RRemTcZ","uni",2017-02-12,275241,30,25,20,50,1254.13,-2,-4,-2,-4,-4,-2,2,-2,1,-4,4,-4,-4,-2,-1,-2,-4,-4,-4,-4,-1,1,4,-4,-4,-4,"519.504","Yes",694.179,0.9,0.2,0.4,0.15,0.6,0.75,0.61,0.6,0.92,0.9,0.19,0.35,0.5,0.4,0.65,0.55,0.65,0,0.3,0.29,0.77,0.4,0.39,0.21,"Slightly good","No, I never participated in any forecasting of events","None","Individually","10-30 min","News,Social media","Mostly intuition, some analysis","","115.431","Male","1995","Bachelor's degree","    A student","60648087","Treatment"
"R_wLa9h0ZeYKALMzf","other",2017-02-06,5383,25,25,23,15,466.578,-1,-1,2,1,-1,2,-1,1,1,-2,-1,-1,-2,2,1,1,-3,1,2,0,-3,1,0,-1,-1,1,"4461.374","",280.73,0.59,0.51,0.1,0.19,0.25,0.27,0.2,0.65,0.13,0.31,0.1,0.35,0.27,0.15,0.51,0.45,0.18,0.56,0.1,0.51,0.8,0.83,0.1,0.45,"Slightly good","No, I never participated in any forecasting of events","Yes, but less than six months","Individually","10-30 min","None","Mostly intuition, some analysis","","75.284","Female","1987","Master's degree","    Out of work and looking for work","90600626","Control"
"R_x9svJGKBccQBXX3","other",2017-02-14,15580,10,10,17,5,3736.464,1,2,-2,-1,0,-1,2,3,1,-2,2,-1,-3,2,3,2,-1,-1,3,-2,-3,-3,1,0,-3,1,"580.557","",668.742,0.6,0.45,0.3,0.3,0.75,0.28,0.75,0.58,0.2,0.24,0.1,0.1,0.7,0.1,0.81,0.71,0.65,0.4,0.05,0.35,0.5,0.65,0.3,0.65,"Slightly bad","Yes, I have tried forecasting events a few times","Yes, between six months and two years","Individually","10-30 min","None","Mostly intuition, some analysis","","112.821","Male","1990","Bachelor's degree","    A student","89777534","Treatment"
"R_xa5narfCSNC7TwJ","other",2017-02-10,2359,30,25,23,50,776.76,-2,-3,-4,-3,-1,-4,1,2,2,-2,4,-1,-1,2,2,0,-4,-2,-1,0,-2,-2,-1,-3,-2,-1,"912.914","",516.464,0.8,0.5,0.5,0.3,0.7,0,0.7,0.4,0.7,0.3,0.1,0.6,0.4,0.3,0.7,0.4,0.25,0.6,0.3,0.7,0.7,0.4,0.3,0.1,"Moderately good","Yes, I sometimes forecast events","Yes, more than two years","Individually","10-30 min","News,Online databases / statistics","Mostly analysis, some intuition","","77.177","Female","1985","Master's degree","    Employed for wages","17466088","Control"
"R_xEki30ryNXoRLbP","mturk",2017-02-07,321,25,20,12,25,59.983,1,-1,1,-1,3,1,-2,1,-2,2,2,1,0,1,-2,2,0,-1,2,1,1,3,-2,2,-1,2,"97.784","Yes",73.168,0.69,0.39,0.62,0.75,0.38,0.74,0.39,0.9,0.67,0.4,0.79,0.76,0.32,0.77,0.31,0.7,0.83,0.42,0.61,0.37,0.35,0.72,0.7,0.27,"Extremely good","Yes, I regularly forecast events","Yes, but less than six months","With one other person","10-30 min","Academic papers,Reports of governments and/or international organizations","Mostly intuition, some analysis","I used my intuition to come up with the most logical answer possible. ","44.846","Male","1989","Bachelor's degree","    Employed for wages","29503629","Treatment"
"R_xnMBIe9uQ2QSZxf","uni",2017-02-12,2639,30,20,23,20,1563.591,-1,-4,-2,-4,3,-4,3,-2,4,-4,4,-2,-4,3,4,-1,-3,-3,-3,-3,-4,-4,2,-3,-4,1,"299.589","Yes",581.868,0.61,0,0.07,0.59,0.41,0.71,0.93,0.18,0.4,0.19,0.61,0.72,0.71,0.7,0.71,0.71,0.29,0.3,0.07,0.18,0.7,0.96,0.72,0.32,"Moderately bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","News","Mostly intuition, some analysis","","40.353","Female","1996","Bachelor's degree","    A student","63224131","Treatment"
"R_xtIhrKeigIwLqIV","uni",2017-02-14,719,30,0.25,20,0.444,161.845,2,2,2,1,3,2,1,-1,1,-1,2,-1,-2,2,2,1,-2,2,2,1,-1,-1,-2,-3,-1,-1,"213.018","Yes",245.929,0.67,0.66,0.24,0.27,0.34,0.65,0.66,0.66,0.37,0.68,0.33,0.75,0.69,0.71,0.66,0.65,0.33,0.36,0.26,0.69,0.33,0.7,0.71,0.27,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","News,Online databases / statistics,Peers and friends","Mostly intuition, some analysis","I gut checked my intuition, combined with a careful review of relevant statistics and historical data, where available.","74.806","Male","1983","Master's degree","    A student","66272871","Treatment"
"R_yI2ctNWiZbkT1ER","other",2017-02-06,1023,30,25,20,50,218.207,-1,-2,1,-3,-1,1,1,1,1,-3,4,0,-1,2,1,1,-3,2,1,-4,-3,1,-1,-4,-3,1,"263.433","",378.014,0.3,0.32,0.05,0.4,0.28,0.5,0.39,0.19,0.6,0.8,0.1,0.71,0.7,0.3,0.7,0.62,0.17,0.2,0.32,0.26,0.89,0.71,0.4,0.1,"Slightly bad","Yes, I sometimes forecast events","Yes, more than two years","With more than one other person","Less than 10 min","None","Mostly intuition, some analysis","","101.328","Male","66","Master's degree","    Self-employed","42558824","Control"
"R_ylsU0ERvZ1GAGTT","mturk",2017-02-06,326,30,80,12,10,116.53,2,-2,1,1,-1,2,2,1,-2,2,1,-2,2,-2,1,-2,-2,2,-1,1,1,-1,2,1,2,3,"91.844","",53.801,0.29,0.7,0.69,0.3,0.7,0.36,0.57,0.67,0.31,0.68,0.38,0.65,0.65,0.39,0.74,0.73,0.23,0.76,0.75,0.58,0.39,0.66,0.72,0.61,"Slightly good","Yes, I have tried forecasting events a few times","Yes, between six months and two years","With more than one other person","10-30 min","News","Mostly intuition, some analysis","I thought about them and what I know from my news consumption.","34.762","Male","1991","Bachelor's degree","    Employed for wages","68977035","Control"
"R_zchbo7jQFCcqvGV","other",2017-02-06,1521,30,25,20,53,416.045,0,-4,-2,-2,-1,2,1,-3,2,-2,2,-2,-2,0,2,-2,3,-2,-2,-2,2,-2,-2,-4,-4,2,"438.67","",389.294,0,0.29,0.71,0.19,0.19,0.09,0.07,0.18,0.92,0.7,0.1,0.08,0.18,0,0.81,0.08,0.09,0.09,0,0,0.07,0.84,0.09,0.07,"Slightly good","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","None","Mostly intuition, some analysis","My forecasting was based on previous events depicted in the news and the likelihood of a major turn in world affairs within the next three months, which I consider rather small.","148.433","Female","1986","Master's degree","    Out of work and looking for work","76471681","Control"
"R_ZIFIthk5Hmbp9QJ","mturk",2017-02-06,1206,30,25,23,50,335.701,-1,-1,1,-2,0,0,1,1,0,-1,2,0,-2,3,3,3,0,2,1,-1,-3,-2,-4,-3,-4,-4,"256.429","Yes",301.874,0.7,0.36,0.35,0.43,0.24,0.56,0.75,0.35,0.71,0.3,0.45,0.56,0.64,0.65,0.5,0.55,0.26,0.57,0.52,0.41,0.43,0.58,0.57,0.41,"Slightly bad","Yes, I have tried forecasting events a few times","None","Individually","Less than 10 min","News","Mostly intuition, some analysis","Previous news and my intution.","86.811","Female","1980","Master's degree","    Employed for wages","12338091","Treatment"
